index,Date (EST),Contents,Category,Post Title,Date_Ext,token_text,sentiment_py,same_pred
1116,2019/01/25,@LyonsKalvin Hi there! No need to share it at all - we have a handy guide on remote deactivation here: https://t.co/XvnroqCjjB. ^NL @LyonsKalvin Hi there! No need to share it at all - we have a handy guide on remote deactivation here: https://t.co/XvnroqCjjB. ^NL,neutral,@LyonsKalvin Hi there! No need to share it at all - we have a handy guide on remote deactivation here: https://t.co/XvnroqCjjB. ^NL,2019/01/25,"['SCREEN_NAME', 'hi', 'there', '', 'no', 'need', 'to', 'share', 'it', 'at', 'all', 'we', 'have', 'a', 'handy', 'guide', 'on', 'remote', 'deactivation', 'here', 'nl', 'SCREEN_NAME', 'hi', 'there', '', 'no', 'need', 'to', 'share', 'it', 'at', 'all', 'we', 'have', 'a', 'handy', 'guide', 'on', 'remote', 'deactivation', 'here', 'nl']",neutral,1.0
1117,2019/01/24,"@RyanJon91252542 Ok, let's hop into DMs and take a closer look at this. Please make sure you're following us so I can message you. ^NL @RyanJon91252542 Ok, let's hop into DMs and take a closer look at this. Please make sure you're following us so I can message you. ^NL",neutral,"@RyanJon91252542 Ok, let's hop into DMs and take a closer look at this. Please make sure you're following us so I can message you. ^NL",2019/01/24,"['SCREEN_NAME', 'ok', '', 'let', 's', 'hop', 'into', 'dms', 'and', 'take', 'a', 'closer', 'look', 'at', 'this', '', 'please', 'make', 'sure', 'you', 're', 'following', 'us', 'so', 'i', 'can', 'message', 'you', '', 'nl', 'SCREEN_NAME', 'ok', '', 'let', 's', 'hop', 'into', 'dms', 'and', 'take', 'a', 'closer', 'look', 'at', 'this', '', 'please', 'make', 'sure', 'you', 're', 'following', 'us', 'so', 'i', 'can', 'message', 'you', '', 'nl']",positive,0.0
1118,2019/01/23,@Q_bert_82 Can you confirm which Update file you have downloaded as there is a smaller and larger file. ^NJ @Q_bert_82 Can you confirm which Update file you have downloaded as there is a smaller and larger file. ^NJ,neutral,@Q_bert_82 Can you confirm which Update file you have downloaded as there is a smaller and larger file. ^NJ,2019/01/23,"['SCREEN_NAME', 'can', 'you', 'confirm', 'which', 'update', 'file', 'you', 'have', 'downloaded', 'as', 'there', 'is', 'a', 'smaller', 'and', 'larger', 'file', '', 'nj', 'SCREEN_NAME', 'can', 'you', 'confirm', 'which', 'update', 'file', 'you', 'have', 'downloaded', 'as', 'there', 'is', 'a', 'smaller', 'and', 'larger', 'file', '', 'nj']",neutral,1.0
1119,2019/01/25,@Solidsavage2 Are you getting any error code or message? Please provide us more details about the issue. @Solidsavage2 Are you getting any error code or message? Please provide us more details about the issue.,negative,@Solidsavage2 Are you getting any error code or message? Please provide us more details about the issue.,2019/01/25,"['SCREEN_NAME', 'are', 'you', 'getting', 'any', 'error', 'code', 'or', 'message', '', 'please', 'provide', 'us', 'more', 'details', 'about', 'the', 'issue', '', 'SCREEN_NAME', 'are', 'you', 'getting', 'any', 'error', 'code', 'or', 'message', '', 'please', 'provide', 'us', 'more', 'details', 'about', 'the', 'issue', '']",positive,0.0
1120,2019/01/21,"@LiamSmithh9 Sadly we can't check accounts on Twitter so we can't advise on this. If you get in touch with the dedicated team, they'll be able to tell you more. ^NL @LiamSmithh9 Sadly we can't check accounts on Twitter so we can't advise on this. If you get in touch with the dedicated team, they'll be able to tell you more. ^NL",negative,"@LiamSmithh9 Sadly we can't check accounts on Twitter so we can't advise on this. If you get in touch with the dedicated team, they'll be able to tell you more. ^NL",2019/01/21,"['SCREEN_NAME', 'sadly', 'we', 'ca', 'nt', 'check', 'accounts', 'on', 'twitter', 'so', 'we', 'ca', 'nt', 'advise', 'on', 'this', '', 'if', 'you', 'get', 'in', 'touch', 'with', 'the', 'dedicated', 'team', '', 'they', 'll', 'be', 'able', 'to', 'tell', 'you', 'more', '', 'nl', 'SCREEN_NAME', 'sadly', 'we', 'ca', 'nt', 'check', 'accounts', 'on', 'twitter', 'so', 'we', 'ca', 'nt', 'advise', 'on', 'this', '', 'if', 'you', 'get', 'in', 'touch', 'with', 'the', 'dedicated', 'team', '', 'they', 'll', 'be', 'able', 'to', 'tell', 'you', 'more', '', 'nl']",neutral,0.0
1121,2019/01/24,"@iainlobb Hi, sorry to hear about the issues with the controller! Just to confirm, did you go through the troubleshooting without a serial number? What did the final/outcome page advise? ^NL @iainlobb Hi, sorry to hear about the issues with the controller! Just to confirm, did you go through the troubleshooting without a serial number? What did the final/outcome page advise? ^NL",negative,"@iainlobb Hi, sorry to hear about the issues with the controller! Just to confirm, did you go through the troubleshooting without a serial number? What did the final/outcome page advise? ^NL",2019/01/24,"['SCREEN_NAME', 'hi', '', 'sorry', 'to', 'hear', 'about', 'the', 'issues', 'with', 'the', 'controller', '', 'just', 'to', 'confirm', '', 'did', 'you', 'go', 'through', 'the', 'troubleshooting', 'without', 'a', 'serial', 'number', '', 'what', 'did', 'the', 'finaloutcome', 'page', 'advise', '', 'nl', 'SCREEN_NAME', 'hi', '', 'sorry', 'to', 'hear', 'about', 'the', 'issues', 'with', 'the', 'controller', '', 'just', 'to', 'confirm', '', 'did', 'you', 'go', 'through', 'the', 'troubleshooting', 'without', 'a', 'serial', 'number', '', 'what', 'did', 'the', 'finaloutcome', 'page', 'advise', '', 'nl']",negative,1.0
1122,2019/01/22,"@jpoconnor1967 Ok, are you able to sign in on another device, using the same internet connection as the console? ^NL @jpoconnor1967 Ok, are you able to sign in on another device, using the same internet connection as the console? ^NL",neutral,"@jpoconnor1967 Ok, are you able to sign in on another device, using the same internet connection as the console? ^NL",2019/01/22,"['SCREEN_NAME', 'ok', '', 'are', 'you', 'able', 'to', 'sign', 'in', 'on', 'another', 'device', '', 'using', 'the', 'same', 'internet', 'connection', 'as', 'the', 'console', '', 'nl', 'SCREEN_NAME', 'ok', '', 'are', 'you', 'able', 'to', 'sign', 'in', 'on', 'another', 'device', '', 'using', 'the', 'same', 'internet', 'connection', 'as', 'the', 'console', '', 'nl']",positive,0.0
1123,2019/01/26,Awesome new Sony Playstation ... now available from super site https://t.co/jWFhapXtvD Awesome new Sony Playstation ... now available from super site https://t.co/jWFhapXtvD,positive,Awesome new Sony Playstation ... now available from super site https://t.co/jWFhapXtvD,2019/01/26,"['awesome', 'new', 'sony', 'playstation', '', 'now', 'available', 'from', 'super', 'site', 'awesome', 'new', 'sony', 'playstation', '', 'now', 'available', 'from', 'super', 'site']",positive,1.0
1124,2019/01/25,"@KatieeCarrxx Hello sorry to hear that, can you confirm when and how you have been trying to cancel this? ^NJ @KatieeCarrxx Hello sorry to hear that, can you confirm when and how you have been trying to cancel this? ^NJ",negative,"@KatieeCarrxx Hello sorry to hear that, can you confirm when and how you have been trying to cancel this? ^NJ",2019/01/25,"['SCREEN_NAME', 'hello', 'sorry', 'to', 'hear', 'that', '', 'can', 'you', 'confirm', 'when', 'and', 'how', 'you', 'have', 'been', 'trying', 'to', 'cancel', 'this', '', 'nj', 'SCREEN_NAME', 'hello', 'sorry', 'to', 'hear', 'that', '', 'can', 'you', 'confirm', 'when', 'and', 'how', 'you', 'have', 'been', 'trying', 'to', 'cancel', 'this', '', 'nj']",negative,1.0
1125,2019/01/25,@KonyStoleMyGoat Glad to help. Please follow us via Twitter and let us know the region of your PSN account so we can send you a Direct Message with further instructions. Thanks! @KonyStoleMyGoat Glad to help. Please follow us via Twitter and let us know the region of your PSN account so we can send you a Direct Message with further instructions. Thanks!,positive,@KonyStoleMyGoat Glad to help. Please follow us via Twitter and let us know the region of your PSN account so we can send you a Direct Message with further instructions. Thanks!,2019/01/25,"['SCREEN_NAME', 'glad', 'to', 'help', '', 'please', 'follow', 'us', 'via', 'twitter', 'and', 'let', 'us', 'know', 'the', 'region', 'of', 'your', 'psn', 'account', 'so', 'we', 'can', 'send', 'you', 'a', 'direct', 'message', 'with', 'further', 'instructions', '', 'thanks', '', 'SCREEN_NAME', 'glad', 'to', 'help', '', 'please', 'follow', 'us', 'via', 'twitter', 'and', 'let', 'us', 'know', 'the', 'region', 'of', 'your', 'psn', 'account', 'so', 'we', 'can', 'send', 'you', 'a', 'direct', 'message', 'with', 'further', 'instructions', '', 'thanks', '']",neutral,0.0
1126,2019/01/23,@SacredStump Hello! I'm afraid we don't have any updates to give right now. Please keep an eye on Media Molecule's updates for this. ^DB @SacredStump Hello! I'm afraid we don't have any updates to give right now. Please keep an eye on Media Molecule's updates for this. ^DB,negative,@SacredStump Hello! I'm afraid we don't have any updates to give right now. Please keep an eye on Media Molecule's updates for this. ^DB,2019/01/23,"['SCREEN_NAME', 'hello', '', 'i', 'm', 'afraid', 'we', 'do', 'nt', 'have', 'any', 'updates', 'to', 'give', 'right', 'now', '', 'please', 'keep', 'an', 'eye', 'on', 'media', 'molecule', 's', 'updates', 'for', 'this', '', 'db', 'SCREEN_NAME', 'hello', '', 'i', 'm', 'afraid', 'we', 'do', 'nt', 'have', 'any', 'updates', 'to', 'give', 'right', 'now', '', 'please', 'keep', 'an', 'eye', 'on', 'media', 'molecule', 's', 'updates', 'for', 'this', '', 'db']",negative,1.0
1127,2019/01/24,"@MrHPL7265 At the right of the article about 2 step verification: https://t.co/oiLkb8DKLj You will find a section that says ""Contact Us"". Please select the first option for personalized assistance for your particular case. @MrHPL7265 At the right of the article about 2 step verification: https://t.co/oiLkb8DKLj You will find a section that says ""Contact Us"". Please select the first option for personalized assistance for your particular case.",neutral,"@MrHPL7265 At the right of the article about 2 step verification: https://t.co/oiLkb8DKLj You will find a section that says ""Contact Us"". Please select the first option for personalized assistance for your particular case.",2019/01/24,"['SCREEN_NAME', 'at', 'the', 'right', 'of', 'the', 'article', 'about', '2', 'step', 'verification', 'you', 'will', 'find', 'a', 'section', 'that', 'says', '', 'contact', 'us', '', '', 'please', 'select', 'the', 'first', 'option', 'for', 'personalized', 'assistance', 'for', 'your', 'particular', 'case', '', 'SCREEN_NAME', 'at', 'the', 'right', 'of', 'the', 'article', 'about', '2', 'step', 'verification', 'you', 'will', 'find', 'a', 'section', 'that', 'says', '', 'contact', 'us', '', '', 'please', 'select', 'the', 'first', 'option', 'for', 'personalized', 'assistance', 'for', 'your', 'particular', 'case', '']",neutral,1.0
1128,2019/01/24,@lowkey_moneyy_ We are glad to help you with the Login issue. Check out our article for more Information about 2-Step Verification: https://t.co/oiLkb8DKLj @lowkey_moneyy_ We are glad to help you with the Login issue. Check out our article for more Information about 2-Step Verification: https://t.co/oiLkb8DKLj,neutral,@lowkey_moneyy_ We are glad to help you with the Login issue. Check out our article for more Information about 2-Step Verification: https://t.co/oiLkb8DKLj,2019/01/24,"['SCREEN_NAME', '', 'we', 'are', 'glad', 'to', 'help', 'you', 'with', 'the', 'login', 'issue', '', 'check', 'out', 'our', 'article', 'for', 'more', 'information', 'about', 'verification', 'SCREEN_NAME', '', 'we', 'are', 'glad', 'to', 'help', 'you', 'with', 'the', 'login', 'issue', '', 'check', 'out', 'our', 'article', 'for', 'more', 'information', 'about', 'verification']",positive,0.0
1129,2019/01/24,"PlayStation Now Coming to More European Countries This Year, Beta Test Arrives in February â PushÂ Square https://t.co/VTp5IRjGnC PlayStation Now Coming to More European Countries This Year, Beta Test Arrives in February â PushÂ Square https://t.co/VTp5IRjGnC",neutral,"PlayStation Now Coming to More European Countries This Year, Beta Test Arrives in February â PushÂ Square https://t.co/VTp5IRjGnC",2019/01/24,"['playstation', 'now', 'coming', 'to', 'more', 'european', 'countries', 'this', 'year', '', 'beta', 'test', 'arrives', 'in', 'february', '', 'push', 'square', 'playstation', 'now', 'coming', 'to', 'more', 'european', 'countries', 'this', 'year', '', 'beta', 'test', 'arrives', 'in', 'february', '', 'push', 'square']",neutral,1.0
1130,2019/01/22,"@IsmailQiyaam Thank you. I'll send you a DM about this. Please follow us if you haven't already, so that I'll be able to send it. ^GA @IsmailQiyaam Thank you. I'll send you a DM about this. Please follow us if you haven't already, so that I'll be able to send it. ^GA",positive,"@IsmailQiyaam Thank you. I'll send you a DM about this. Please follow us if you haven't already, so that I'll be able to send it. ^GA",2019/01/22,"['SCREEN_NAME', 'thank', 'you', '', 'i', 'll', 'send', 'you', 'a', 'dm', 'about', 'this', '', 'please', 'follow', 'us', 'if', 'you', 'havent', 'already', '', 'so', 'that', 'i', 'll', 'be', 'able', 'to', 'send', 'it', '', 'ga', 'SCREEN_NAME', 'thank', 'you', '', 'i', 'll', 'send', 'you', 'a', 'dm', 'about', 'this', '', 'please', 'follow', 'us', 'if', 'you', 'havent', 'already', '', 'so', 'that', 'i', 'll', 'be', 'able', 'to', 'send', 'it', '', 'ga']",positive,1.0
1131,2019/01/21,"@Beltravi The ""Live Chat"" option will become available during regular business hours: Available Mon- Sat, 6AM- 10PM PT and Sun, 6AM- 8PM PT. @Beltravi The ""Live Chat"" option will become available during regular business hours: Available Mon- Sat, 6AM- 10PM PT and Sun, 6AM- 8PM PT.",neutral,"@Beltravi The ""Live Chat"" option will become available during regular business hours: Available Mon- Sat, 6AM- 10PM PT and Sun, 6AM- 8PM PT.",2019/01/21,"['SCREEN_NAME', 'the', '', 'live', 'chat', '', 'option', 'will', 'become', 'available', 'during', 'regular', 'business', 'hours', 'available', 'sat', '', '10pm', 'pt', 'and', 'sun', '', '8pm', 'pt', '', 'SCREEN_NAME', 'the', '', 'live', 'chat', '', 'option', 'will', 'become', 'available', 'during', 'regular', 'business', 'hours', 'available', 'sat', '', '10pm', 'pt', 'and', 'sun', '', '8pm', 'pt', '']",neutral,1.0
1132,2019/01/25,"@r00dskins Ok, please give us as much info as possible so that we can assist. ^NL @r00dskins Ok, please give us as much info as possible so that we can assist. ^NL",neutral,"@r00dskins Ok, please give us as much info as possible so that we can assist. ^NL",2019/01/25,"['SCREEN_NAME', 'ok', '', 'please', 'give', 'us', 'as', 'much', 'info', 'as', 'possible', 'so', 'that', 'we', 'can', 'assist', '', 'nl', 'SCREEN_NAME', 'ok', '', 'please', 'give', 'us', 'as', 'much', 'info', 'as', 'possible', 'so', 'that', 'we', 'can', 'assist', '', 'nl']",neutral,1.0
1133,2019/01/26,@Mitonski Do you have access to a PC/Mac where you can plug the dongle and check if the device works like that? ^NL @Mitonski Do you have access to a PC/Mac where you can plug the dongle and check if the device works like that? ^NL,neutral,@Mitonski Do you have access to a PC/Mac where you can plug the dongle and check if the device works like that? ^NL,2019/01/26,"['SCREEN_NAME', 'do', 'you', 'have', 'access', 'to', 'a', 'pcmac', 'where', 'you', 'can', 'plug', 'the', 'dongle', 'and', 'check', 'if', 'the', 'device', 'works', 'like', 'that', '', 'nl', 'SCREEN_NAME', 'do', 'you', 'have', 'access', 'to', 'a', 'pcmac', 'where', 'you', 'can', 'plug', 'the', 'dongle', 'and', 'check', 'if', 'the', 'device', 'works', 'like', 'that', '', 'nl']",neutral,1.0
1134,2019/01/23,"@adrianm318 Hello, I'm sorry to hear that! Do you get any particular error codes or messages? ^MM @adrianm318 Hello, I'm sorry to hear that! Do you get any particular error codes or messages? ^MM",negative,"@adrianm318 Hello, I'm sorry to hear that! Do you get any particular error codes or messages? ^MM",2019/01/23,"['SCREEN_NAME', 'hello', '', 'i', 'm', 'sorry', 'to', 'hear', 'that', '', 'do', 'you', 'get', 'any', 'particular', 'error', 'codes', 'or', 'messages', '', 'mm', 'SCREEN_NAME', 'hello', '', 'i', 'm', 'sorry', 'to', 'hear', 'that', '', 'do', 'you', 'get', 'any', 'particular', 'error', 'codes', 'or', 'messages', '', 'mm']",negative,1.0
