Date (EST),Contents,Post Title,Date_Ext,token_text,sentiment_py
2019/01/23,@Coke4Brunch Please let us know the exact error message or error code that you see. @Coke4Brunch Please let us know the exact error message or error code that you see.,@Coke4Brunch Please let us know the exact error message or error code that you see.,2019/01/23,"['SCREEN_NAME', 'please', 'let', 'us', 'know', 'the', 'exact', 'error', 'message', 'or', 'error', 'code', 'that', 'you', 'see', '', 'SCREEN_NAME', 'please', 'let', 'us', 'know', 'the', 'exact', 'error', 'message', 'or', 'error', 'code', 'that', 'you', 'see', '']",positive
2019/01/24,"@ItsPeterJanocko Hi there, congrats on the plat! Please sync your trophies and make sure you've opted in for our promo emails - the one with the avatar will come after 7 days. ^NL @ItsPeterJanocko Hi there, congrats on the plat! Please sync your trophies and make sure you've opted in for our promo emails - the one with the avatar will come after 7 days. ^NL","@ItsPeterJanocko Hi there, congrats on the plat! Please sync your trophies and make sure you've opted in for our promo emails - the one with the avatar will come after 7 days. ^NL",2019/01/24,"['SCREEN_NAME', 'hi', 'there', '', 'congrats', 'on', 'the', 'plat', '', 'please', 'sync', 'your', 'trophies', 'and', 'make', 'sure', 'you', 've', 'opted', 'in', 'for', 'our', 'promo', 'emails', 'the', 'one', 'with', 'the', 'avatar', 'will', 'come', 'after', '7', 'days', '', 'nl', 'SCREEN_NAME', 'hi', 'there', '', 'congrats', 'on', 'the', 'plat', '', 'please', 'sync', 'your', 'trophies', 'and', 'make', 'sure', 'you', 've', 'opted', 'in', 'for', 'our', 'promo', 'emails', 'the', 'one', 'with', 'the', 'avatar', 'will', 'come', 'after', '7', 'days', '', 'nl']",positive
2019/01/26,"@DaClarkins Okay, thanks for clarifying that! Could you let us know the model of your headset? Are other headsets working with your console? ^GA @DaClarkins Okay, thanks for clarifying that! Could you let us know the model of your headset? Are other headsets working with your console? ^GA","@DaClarkins Okay, thanks for clarifying that! Could you let us know the model of your headset? Are other headsets working with your console? ^GA",2019/01/26,"['SCREEN_NAME', 'okay', '', 'thanks', 'for', 'clarifying', 'that', '', 'could', 'you', 'let', 'us', 'know', 'the', 'model', 'of', 'your', 'headset', '', 'are', 'other', 'headsets', 'working', 'with', 'your', 'console', '', 'ga', 'SCREEN_NAME', 'okay', '', 'thanks', 'for', 'clarifying', 'that', '', 'could', 'you', 'let', 'us', 'know', 'the', 'model', 'of', 'your', 'headset', '', 'are', 'other', 'headsets', 'working', 'with', 'your', 'console', '', 'ga']",positive
2019/01/26,@yukselbrother I'm afraid we don't have access to their workload to give you an estimate. They'll be in touch as soon as they can. ^NL @yukselbrother I'm afraid we don't have access to their workload to give you an estimate. They'll be in touch as soon as they can. ^NL,@yukselbrother I'm afraid we don't have access to their workload to give you an estimate. They'll be in touch as soon as they can. ^NL,2019/01/26,"['SCREEN_NAME', 'i', 'm', 'afraid', 'we', 'do', 'nt', 'have', 'access', 'to', 'their', 'workload', 'to', 'give', 'you', 'an', 'estimate', '', 'they', 'll', 'be', 'in', 'touch', 'as', 'soon', 'as', 'they', 'can', '', 'nl', 'SCREEN_NAME', 'i', 'm', 'afraid', 'we', 'do', 'nt', 'have', 'access', 'to', 'their', 'workload', 'to', 'give', 'you', 'an', 'estimate', '', 'they', 'll', 'be', 'in', 'touch', 'as', 'soon', 'as', 'they', 'can', '', 'nl']",negative
2019/01/23,"@beastiebean99 OK, if you have a disc, you mean it won't install. Is there any kind of logo on the game icon on the main screen? Please provide a screenshot of what you see there. ^DB @beastiebean99 OK, if you have a disc, you mean it won't install. Is there any kind of logo on the game icon on the main screen? Please provide a screenshot of what you see there. ^DB","@beastiebean99 OK, if you have a disc, you mean it won't install. Is there any kind of logo on the game icon on the main screen? Please provide a screenshot of what you see there. ^DB",2019/01/23,"['SCREEN_NAME', 'ok', '', 'if', 'you', 'have', 'a', 'disc', '', 'you', 'mean', 'it', 'wo', 'nt', 'install', '', 'is', 'there', 'any', 'kind', 'of', 'logo', 'on', 'the', 'game', 'icon', 'on', 'the', 'main', 'screen', '', 'please', 'provide', 'a', 'screenshot', 'of', 'what', 'you', 'see', 'there', '', 'db', 'SCREEN_NAME', 'ok', '', 'if', 'you', 'have', 'a', 'disc', '', 'you', 'mean', 'it', 'wo', 'nt', 'install', '', 'is', 'there', 'any', 'kind', 'of', 'logo', 'on', 'the', 'game', 'icon', 'on', 'the', 'main', 'screen', '', 'please', 'provide', 'a', 'screenshot', 'of', 'what', 'you', 'see', 'there', '', 'db']",positive
2019/01/21,@ssureiz Let us know the error please. @ssureiz Let us know the error please.,@ssureiz Let us know the error please.,2019/01/21,"['SCREEN_NAME', 'let', 'us', 'know', 'the', 'error', 'please', '', 'SCREEN_NAME', 'let', 'us', 'know', 'the', 'error', 'please', '']",neutral
2019/01/26,"Like sweet, low-hanging wumpa fruit, this Crash Bandicoot N. Sane Trilogy dynamic theme is free for the picking: https://t.co/zg2ynieha5 https://t.co/TGdVOyNng5 Like sweet, low-hanging wumpa fruit, this Crash Bandicoot N. Sane Trilogy dynamic theme is free for the picking: https://t.co/zg2ynieha5 https://t.co/TGdVOyNng5","Like sweet, low-hanging wumpa fruit, this Crash Bandicoot N. Sane Trilogy dynamic theme is free for the picking: https://t.co/zg2ynieha5 https://t.co/TGdVOyNng5",2019/01/26,"['like', 'sweet', '', 'low', 'hanging', 'wumpa', 'fruit', '', 'this', 'crash', 'bandicoot', 'n', 'sane', 'trilogy', 'dynamic', 'theme', 'is', 'free', 'for', 'the', 'picking', 'like', 'sweet', '', 'low', 'hanging', 'wumpa', 'fruit', '', 'this', 'crash', 'bandicoot', 'n', 'sane', 'trilogy', 'dynamic', 'theme', 'is', 'free', 'for', 'the', 'picking']",positive
2019/01/25,"@D7xrq Depending on your region, it may not work. Please refer to your direct messages so we can provide contact details so you can get assistance. ^DB @D7xrq Depending on your region, it may not work. Please refer to your direct messages so we can provide contact details so you can get assistance. ^DB","@D7xrq Depending on your region, it may not work. Please refer to your direct messages so we can provide contact details so you can get assistance. ^DB",2019/01/25,"['SCREEN_NAME', 'depending', 'on', 'your', 'region', '', 'it', 'may', 'not', 'work', '', 'please', 'refer', 'to', 'your', 'direct', 'messages', 'so', 'we', 'can', 'provide', 'contact', 'details', 'so', 'you', 'can', 'get', 'assistance', '', 'db', 'SCREEN_NAME', 'depending', 'on', 'your', 'region', '', 'it', 'may', 'not', 'work', '', 'please', 'refer', 'to', 'your', 'direct', 'messages', 'so', 'we', 'can', 'provide', 'contact', 'details', 'so', 'you', 'can', 'get', 'assistance', '', 'db']",positive
2019/01/23,"@Toxiic_YT_ Your controller would have to be booked in separately, and we could only service it if it's in warranty (since we just replace them, rather than repair them). You should not send anything except your PS4 with it's original HDD, ie no cables, no accessories, etc. ^AH @Toxiic_YT_ Your controller would have to be booked in separately, and we could only service it if it's in warranty (since we just replace them, rather than repair them). You should not send anything except your PS4 with it's original HDD, ie no cables, no accessories, etc. ^AH","@Toxiic_YT_ Your controller would have to be booked in separately, and we could only service it if it's in warranty (since we just replace them, rather than repair them). You should not send anything except your PS4 with it's original HDD, ie no cables, no accessories, etc. ^AH",2019/01/23,"['SCREEN_NAME', '', 'your', 'controller', 'would', 'have', 'to', 'be', 'booked', 'in', 'separately', '', 'and', 'we', 'could', 'only', 'service', 'it', 'if', 'it', 's', 'in', 'warranty', '', 'since', 'we', 'just', 'replace', 'them', '', 'rather', 'than', 'repair', 'them', '', '', 'you', 'should', 'not', 'send', 'anything', 'except', 'your', 'ps4', 'with', 'it', 's', 'original', 'hdd', '', 'ie', 'no', 'cables', '', 'no', 'accessories', '', 'etc', '', 'ah', 'SCREEN_NAME', '', 'your', 'controller', 'would', 'have', 'to', 'be', 'booked', 'in', 'separately', '', 'and', 'we', 'could', 'only', 'service', 'it', 'if', 'it', 's', 'in', 'warranty', '', 'since', 'we', 'just', 'replace', 'them', '', 'rather', 'than', 'repair', 'them', '', '', 'you', 'should', 'not', 'send', 'anything', 'except', 'your', 'ps4', 'with', 'it', 's', 'original', 'hdd', '', 'ie', 'no', 'cables', '', 'no', 'accessories', '', 'etc', '', 'ah']",positive
2019/01/22,@jennahp You are welcome. @jennahp You are welcome.,@jennahp You are welcome.,2019/01/22,"['SCREEN_NAME', 'you', 'are', 'welcome', '', 'SCREEN_NAME', 'you', 'are', 'welcome', '']",positive
2019/01/24,@RogueGamingUSA That's strange! Please try signing out of the account and signing back in and check if there is any change. @RogueGamingUSA That's strange! Please try signing out of the account and signing back in and check if there is any change.,@RogueGamingUSA That's strange! Please try signing out of the account and signing back in and check if there is any change.,2019/01/24,"['SCREEN_NAME', 'that', 's', 'strange', '', 'please', 'try', 'signing', 'out', 'of', 'the', 'account', 'and', 'signing', 'back', 'in', 'and', 'check', 'if', 'there', 'is', 'any', 'change', '', 'SCREEN_NAME', 'that', 's', 'strange', '', 'please', 'try', 'signing', 'out', 'of', 'the', 'account', 'and', 'signing', 'back', 'in', 'and', 'check', 'if', 'there', 'is', 'any', 'change', '']",negative
2019/01/24,"@rudedudevinay Hello, glad to assist you! Can you please provide us more details of your problem? @rudedudevinay Hello, glad to assist you! Can you please provide us more details of your problem?","@rudedudevinay Hello, glad to assist you! Can you please provide us more details of your problem?",2019/01/24,"['SCREEN_NAME', 'hello', '', 'glad', 'to', 'assist', 'you', '', 'can', 'you', 'please', 'provide', 'us', 'more', 'details', 'of', 'your', 'problem', '', 'SCREEN_NAME', 'hello', '', 'glad', 'to', 'assist', 'you', '', 'can', 'you', 'please', 'provide', 'us', 'more', 'details', 'of', 'your', 'problem', '']",positive
2019/01/21,@RamseyAldali Thank you for your reply. Please check your Direct Messages for further instructions. @RamseyAldali Thank you for your reply. Please check your Direct Messages for further instructions.,@RamseyAldali Thank you for your reply. Please check your Direct Messages for further instructions.,2019/01/21,"['SCREEN_NAME', 'thank', 'you', 'for', 'your', 'reply', '', 'please', 'check', 'your', 'direct', 'messages', 'for', 'further', 'instructions', '', 'SCREEN_NAME', 'thank', 'you', 'for', 'your', 'reply', '', 'please', 'check', 'your', 'direct', 'messages', 'for', 'further', 'instructions', '']",positive
2019/01/24,"@trashdinho Please make sure to check the guide here for how to remotely deactivate, as you may be in the wrong area of account management. You can only remotely deactivate once every 6 months. Guide: https://t.co/Qdd1SccI5P ^DB @trashdinho Please make sure to check the guide here for how to remotely deactivate, as you may be in the wrong area of account management. You can only remotely deactivate once every 6 months. Guide: https://t.co/Qdd1SccI5P ^DB","@trashdinho Please make sure to check the guide here for how to remotely deactivate, as you may be in the wrong area of account management. You can only remotely deactivate once every 6 months. Guide: https://t.co/Qdd1SccI5P ^DB",2019/01/24,"['SCREEN_NAME', 'please', 'make', 'sure', 'to', 'check', 'the', 'guide', 'here', 'for', 'how', 'to', 'remotely', 'deactivate', '', 'as', 'you', 'may', 'be', 'in', 'the', 'wrong', 'area', 'of', 'account', 'management', '', 'you', 'can', 'only', 'remotely', 'deactivate', 'once', 'every', '6', 'months', '', 'guide', 'db', 'SCREEN_NAME', 'please', 'make', 'sure', 'to', 'check', 'the', 'guide', 'here', 'for', 'how', 'to', 'remotely', 'deactivate', '', 'as', 'you', 'may', 'be', 'in', 'the', 'wrong', 'area', 'of', 'account', 'management', '', 'you', 'can', 'only', 'remotely', 'deactivate', 'once', 'every', '6', 'months', '', 'guide', 'db']",negative
2019/01/23,"@TheEmeraldBat13 Consoles should not be repaired at 3rd party places, this is likely why the bluetooth isn't working, & thus also voids the warranty. Please use the tool linked below, to try fix this & book a repair if it can't be fixed. https://t.co/rdorV8SIIy ^AH @TheEmeraldBat13 Consoles should not be repaired at 3rd party places, this is likely why the bluetooth isn't working, & thus also voids the warranty. Please use the tool linked below, to try fix this & book a repair if it can't be fixed.  https://t.co/rdorV8SIIy ^AH","@TheEmeraldBat13 Consoles should not be repaired at 3rd party places, this is likely why the bluetooth isn't working, & thus also voids the warranty. Please use the tool linked below, to try fix this & book a repair if it can't be fixed.  https://t.co/rdorV8SIIy ^AH",2019/01/23,"['SCREEN_NAME', 'consoles', 'should', 'not', 'be', 'repaired', 'at', '3rd', 'party', 'places', '', 'this', 'is', 'likely', 'why', 'the', 'bluetooth', 'is', 'nt', 'working', '', '', 'thus', 'also', 'voids', 'the', 'warranty', '', 'please', 'use', 'the', 'tool', 'linked', 'below', '', 'to', 'try', 'fix', 'this', '', 'book', 'a', 'repair', 'if', 'it', 'ca', 'nt', 'be', 'fixed', '', 'ah', 'SCREEN_NAME', 'consoles', 'should', 'not', 'be', 'repaired', 'at', '3rd', 'party', 'places', '', 'this', 'is', 'likely', 'why', 'the', 'bluetooth', 'is', 'nt', 'working', '', '', 'thus', 'also', 'voids', 'the', 'warranty', '', 'please', 'use', 'the', 'tool', 'linked', 'below', '', 'to', 'try', 'fix', 'this', '', 'book', 'a', 'repair', 'if', 'it', 'ca', 'nt', 'be', 'fixed', '', 'ah']",positive
2019/01/23,@joshh220 So there is no error code report when running the network test in [Settings] > [Network]? Are you just seeing the error when signing in via [Settings] > [Account Management]? ^DB @joshh220 So there is no error code report when running the network test in [Settings] > [Network]? Are you just seeing the error when signing in via [Settings] > [Account Management]? ^DB,@joshh220 So there is no error code report when running the network test in [Settings] > [Network]? Are you just seeing the error when signing in via [Settings] > [Account Management]? ^DB,2019/01/23,"['SCREEN_NAME', 'so', 'there', 'is', 'no', 'error', 'code', 'report', 'when', 'running', 'the', 'network', 'test', 'in', '', 'settings', '', '', '', 'network', '', '', 'are', 'you', 'just', 'seeing', 'the', 'error', 'when', 'signing', 'in', 'via', '', 'settings', '', '', '', 'account', 'management', '', '', 'db', 'SCREEN_NAME', 'so', 'there', 'is', 'no', 'error', 'code', 'report', 'when', 'running', 'the', 'network', 'test', 'in', '', 'settings', '', '', '', 'network', '', '', 'are', 'you', 'just', 'seeing', 'the', 'error', 'when', 'signing', 'in', 'via', '', 'settings', '', '', '', 'account', 'management', '', '', 'db']",neutral
2019/01/21,@Alexecuted Let's take a look. Let us know more details to better understand your concern. @Alexecuted Let's take a look. Let us know more details to better understand your concern.,@Alexecuted Let's take a look. Let us know more details to better understand your concern.,2019/01/21,"['SCREEN_NAME', 'let', 's', 'take', 'a', 'look', '', 'let', 'us', 'know', 'more', 'details', 'to', 'better', 'understand', 'your', 'concern', '', 'SCREEN_NAME', 'let', 's', 'take', 'a', 'look', '', 'let', 'us', 'know', 'more', 'details', 'to', 'better', 'understand', 'your', 'concern', '']",positive
2019/01/26,"@anthonyfuller69 Hello! As we are account and tech support, I'm afraid we don't receive information regarding stocking of controllers. You would need to ask directly to the retailers about this. ^MM @anthonyfuller69 Hello! As we are account and tech support, I'm afraid we don't receive information regarding stocking of controllers. You would need to ask directly to the retailers about this. ^MM","@anthonyfuller69 Hello! As we are account and tech support, I'm afraid we don't receive information regarding stocking of controllers. You would need to ask directly to the retailers about this. ^MM",2019/01/26,"['SCREEN_NAME', 'hello', '', 'as', 'we', 'are', 'account', 'and', 'tech', 'support', '', 'i', 'm', 'afraid', 'we', 'do', 'nt', 'receive', 'information', 'regarding', 'stocking', 'of', 'controllers', '', 'you', 'would', 'need', 'to', 'ask', 'directly', 'to', 'the', 'retailers', 'about', 'this', '', 'mm', 'SCREEN_NAME', 'hello', '', 'as', 'we', 'are', 'account', 'and', 'tech', 'support', '', 'i', 'm', 'afraid', 'we', 'do', 'nt', 'receive', 'information', 'regarding', 'stocking', 'of', 'controllers', '', 'you', 'would', 'need', 'to', 'ask', 'directly', 'to', 'the', 'retailers', 'about', 'this', '', 'mm']",negative
